budget(in million),revenue(in million),content_score,user_score,genres,director,release_year,release_month,release_day,release_weekday,run_time (in minuts),title,url
nan,nan,64,37,"Drama,Romance",No Zin-soo,2015,9,27,6,110,Female War: A Nasty Deal,https://www.themoviedb.org/movie/399905
6.0,38.435947,100,63,Comedy,Neal Israel,1984,6,29,4,105,Bachelor Party,https://www.themoviedb.org/movie/12309
0.012,2.7,100,70,"Action,Adventure,Science Fiction",Thomas Montgomery,1963,6,26,2,91,King Kong vs. Godzilla,https://www.themoviedb.org/movie/686487
8.0,11.165901,100,72,"Drama,Thriller,Mystery,Horror",Sergio G. Sánchez,2017,10,27,4,111,Marrowbone,https://www.themoviedb.org/movie/399366
nan,nan,100,65,"Drama,Mystery,Thriller,TV Movie",Deborah Chow,2014,1,18,5,90,Flowers in the Attic,https://www.themoviedb.org/movie/236399
nan,nan,100,67,"Drama,Thriller,Crime",Larysa Kondracki,2011,8,5,4,112,The Whistleblower,https://www.themoviedb.org/movie/65760
nan,nan,93,85,Music,Gavin Taylor,1990,12,3,0,110,Queen: Live at Wembley Stadium,https://www.themoviedb.org/movie/20575
20.5,87.987055,100,44,"Thriller,Horror",Joe Alves,1983,7,22,4,99,Jaws 3-D,https://www.themoviedb.org/movie/17692
4.3,nan,100,69,"Crime,Drama,Romance,Thriller",Norman Jewison,1968,6,26,2,102,The Thomas Crown Affair,https://www.themoviedb.org/movie/912
25.0,nan,100,57,"Action,History",Gordon Chan,2017,6,2,4,130,God of War,https://www.themoviedb.org/movie/455043
5.0,0.470901,100,56,"Crime,Horror,Thriller",Clive Tonge,2018,9,7,4,100,Mara,https://www.themoviedb.org/movie/514277
nan,nan,100,77,"Family,Animation,Comedy,Mystery",Ben Jones,2012,10,22,0,81,Big Top Scooby-Doo!,https://www.themoviedb.org/movie/119321
nan,nan,100,74,Drama,Victor Salva,2006,3,30,3,120,Peaceful Warrior,https://www.themoviedb.org/movie/13689
8.0,9.630444,100,63,"Horror,Thriller",Greg McLean,2014,4,17,3,106,Wolf Creek 2,https://www.themoviedb.org/movie/199534
1.9,3.25,100,73,Science Fiction,Fred M. Wilcox,1956,5,3,3,98,Forbidden Planet,https://www.themoviedb.org/movie/830
nan,nan,100,53,Thriller,Suzi Ewing,2018,4,13,4,86,10x10,https://www.themoviedb.org/movie/505177
nan,nan,100,69,"Comedy,Animation,Adventure,Fantasy,Crime",Pete Michels,2005,7,23,5,88,Family Guy Presents: Stewie Griffin: The Untold Story,https://www.themoviedb.org/movie/65215
nan,6.748712,100,75,"Comedy,Fantasy,Animation,Drama,Family",Hiroyuki Okiura,2013,2,10,6,120,A Letter to Momo,https://www.themoviedb.org/movie/100271
nan,nan,93,50,Drama,Isabel de Ayguavives,2013,9,26,3,85,The Magnetic Tree,https://www.themoviedb.org/movie/209442
3e-05,nan,100,58,"Crime,Action,Mystery,Thriller",Rowdy Herrington,1993,9,17,4,102,Striking Distance,https://www.themoviedb.org/movie/11074
nan,8.09191,100,72,"Western,Action,Adventure,Drama",Don Siegel,1976,8,11,2,100,The Shootist,https://www.themoviedb.org/movie/12584
25.0,79.817939,100,59,"Action,Adventure,Comedy,Fantasy,Mystery",Michael Ritchie,1986,12,12,4,94,The Golden Child,https://www.themoviedb.org/movie/10136
nan,nan,79,44,"Drama,Music,Horror",Gian Carlo Menotti,1951,9,4,1,84,The Medium,https://www.themoviedb.org/movie/194290
nan,nan,93,57,Documentary,Thierry Demaizière,2016,11,30,2,105,Rocco,https://www.themoviedb.org/movie/416148
30.0,180.622424,100,64,"Comedy,Romance",Andy Tennant,2002,9,27,4,108,Sweet Home Alabama,https://www.themoviedb.org/movie/11529
60.0,199.043242,100,63,"Comedy,Romance",Marc Lawrence,2002,12,20,4,101,Two Weeks Notice,https://www.themoviedb.org/movie/2642
6.0,nan,100,67,"Thriller,Adventure,Drama,Crime",Michael Crichton,1979,2,2,4,110,The First Great Train Robbery,https://www.themoviedb.org/movie/11583
6.0,19.560274,100,70,"Action,Comedy,Thriller,Crime",John Michael McDonagh,2011,7,29,4,96,The Guard,https://www.themoviedb.org/movie/67913
nan,nan,100,63,"Comedy,Crime,Horror,Fantasy",Marjane Satrapi,2015,2,6,4,101,The Voices,https://www.themoviedb.org/movie/244458
22.0,17.33637,100,57,"Action,Fantasy,Science Fiction,Adventure,Thriller",Gary Goddard,1987,8,7,4,106,Masters of the Universe,https://www.themoviedb.org/movie/11649
6.0,14.717854,100,62,"Adventure,Horror",Michael Anderson,1977,7,22,4,92,Orca,https://www.themoviedb.org/movie/12707
26.0,90.574188,100,67,Comedy,Adam McKay,2004,7,9,4,95,Anchorman: The Legend of Ron Burgundy,https://www.themoviedb.org/movie/8699
nan,nan,100,63,"Family,Animation,Adventure",Phil Weinstein,2002,2,19,1,75,Balto II: Wolf Quest,https://www.themoviedb.org/movie/25913
20.0,8.654322,100,70,"War,Drama,History,Romance",Dome Karukoski,2019,5,10,4,112,Tolkien,https://www.themoviedb.org/movie/468224
0.15,nan,100,42,"Horror,Action,Thriller",Richard Schenkman,2012,5,29,1,90,Abraham Lincoln vs. Zombies,https://www.themoviedb.org/movie/98948
25.0,77.208711,100,81,Drama,Paul Thomas Anderson,2007,12,28,4,158,There Will Be Blood,https://www.themoviedb.org/movie/7345
53.0,157.387195,100,72,"War,Thriller,Action,Drama",Michael Schiffer,1995,5,12,4,116,Crimson Tide,https://www.themoviedb.org/movie/8963
nan,4.19075,100,61,"Adventure,Animation,Comedy,Family,Fantasy,Romance",Andrey Galat,2018,3,9,4,97,Sheep & Wolves,https://www.themoviedb.org/movie/394759
nan,nan,71,57,Family,Steve Franke,2011,8,30,1,90,Adventures of Bailey: The Lost Puppy,https://www.themoviedb.org/movie/53054
60.0,124.7,100,67,"Comedy,Drama,Romance,Fantasy",Brett Ratner,2000,12,12,1,125,The Family Man,https://www.themoviedb.org/movie/5994
35.0,35.492921,100,61,"Comedy,Romance,Drama",Kevin Smith,2004,3,25,3,102,Jersey Girl,https://www.themoviedb.org/movie/9541
nan,nan,100,63,"Action,Drama,Thriller",Ringo Lam,2003,11,24,0,96,In Hell,https://www.themoviedb.org/movie/19277
nan,nan,100,72,"Comedy,Romance",Pedro Pablo Ibarra,2013,10,5,5,111,Pulling Strings,https://www.themoviedb.org/movie/219553
10.0,0.126247,100,45,"Comedy,Crime",Alan Metter,1994,6,9,3,83,Police Academy: Mission to Moscow,https://www.themoviedb.org/movie/11546
nan,nan,100,61,"Music,Drama",Max Minghella,2019,4,19,4,92,Teen Spirit,https://www.themoviedb.org/movie/440918
nan,31.640626,100,79,"Comedy,Drama",Paolo Genovese,2016,2,11,3,97,Perfect Strangers,https://www.themoviedb.org/movie/381341
30.0,3.669465,100,76,"Adventure,Fantasy,Drama",Tarsem Singh,2008,5,30,4,117,The Fall,https://www.themoviedb.org/movie/14784
1.8,9.440272,100,81,"Drama,Comedy,War",Stanley Kubrick,1964,1,29,2,95,Dr. Strangelove,https://www.themoviedb.org/movie/935
5.952,2.120439,100,73,"Horror,Mystery,Science Fiction",David Cronenberg,1983,2,4,4,88,Videodrome,https://www.themoviedb.org/movie/837
15.0,13.004198,100,72,Drama,Susanne Bier,2011,4,1,4,118,In a Better World,https://www.themoviedb.org/movie/44716
nan,nan,100,84,"History,Drama",Thomas Kail,2020,7,3,4,160,Hamilton,https://www.themoviedb.org/movie/556574
nan,nan,100,51,"Thriller,Action",Cary Murnion,2017,8,25,4,94,Bushwick,https://www.themoviedb.org/movie/430354
nan,nan,100,78,"War,Drama",Diego Mondaca,2021,3,31,2,80,Chaco,https://www.themoviedb.org/movie/662334
nan,nan,100,64,"Comedy,Music,Romance",Ryan Murphy,2020,12,2,2,132,The Prom,https://www.themoviedb.org/movie/611213
7.5,129.795554,100,70,"Drama,Romance",Taylor Hackford,1982,7,28,2,124,An Officer and a Gentleman,https://www.themoviedb.org/movie/2623
5.0,nan,100,64,"Action,Comedy,Family",Savage Steve Holland,2019,5,13,0,69,Malibu Rescue,https://www.themoviedb.org/movie/576040
nan,nan,100,56,Romance,Justin G. Dyck,2018,5,1,1,91,My Perfect Romance,https://www.themoviedb.org/movie/503403
32.0,54.674226,100,67,"Drama,Fantasy",Terrence Malick,2011,5,17,1,139,The Tree of Life,https://www.themoviedb.org/movie/8967
0.005,nan,100,30,"Comedy,Drama",Morton Lewis,1970,2,10,1,71,The Party at Kitty and Stud's,https://www.themoviedb.org/movie/4255
nan,nan,100,57,"Drama,Mystery,Romance",Eric D. Howell,2017,4,28,4,91,Voice from the Stone,https://www.themoviedb.org/movie/301372
30.0,8.454301,100,71,"Comedy,Drama",Richard J. Lewis,2011,2,18,4,134,Barney's Version,https://www.themoviedb.org/movie/46829
nan,nan,100,73,"Animation,Drama",Osamu Dezaki,2007,9,15,5,94,Clannad,https://www.themoviedb.org/movie/16516
68.0,203.388341,100,68,"Romance,Science Fiction,Fantasy,Thriller",Cameron Crowe,2001,12,10,0,136,Vanilla Sky,https://www.themoviedb.org/movie/1903
4.0,38.251425,100,78,"Comedy,Drama,Romance",Woody Allen,1977,4,20,2,93,Annie Hall,https://www.themoviedb.org/movie/703
48.0,207.515725,100,71,"Thriller,Drama,Crime",Steven Soderbergh,2000,12,27,2,147,Traffic,https://www.themoviedb.org/movie/1900
6.3,13.416285,100,73,"Action,Horror,Thriller",Cho Il,2020,6,24,2,98,#Alive,https://www.themoviedb.org/movie/614696
nan,34.3,100,65,"Family,Adventure,Animation,Fantasy",Kunihiko Yuyama,2005,1,22,5,98,Pokémon: Destiny Deoxys,https://www.themoviedb.org/movie/34065
nan,nan,100,64,"Thriller,Drama,History",Jorge Michel Grau,2016,9,16,4,94,7:19,https://www.themoviedb.org/movie/387805
nan,nan,100,57,"Comedy,Romance",Dean Craig,2020,4,10,4,100,Love Wedding Repeat,https://www.themoviedb.org/movie/624808
4.0,35.976,100,75,"Action,Crime,Thriller",Rita M. Fink,1971,12,23,3,102,Dirty Harry,https://www.themoviedb.org/movie/984
nan,0.028037,100,64,"Horror,Comedy",Alister Grierson,2021,1,14,3,94,Bloody Hell,https://www.themoviedb.org/movie/696822
27.0,56.308881,100,75,"Drama,Thriller,Crime,Mystery",Paul McGuigan,2006,4,7,4,110,Lucky Number Slevin,https://www.themoviedb.org/movie/186
nan,0.336472,100,76,"Science Fiction,Drama",Mike Cahill,2014,7,18,4,106,I Origins,https://www.themoviedb.org/movie/244267
46.0,100.860818,100,65,"Drama,Thriller,Mystery,War",Edward Zwick,1996,7,4,3,116,Courage Under Fire,https://www.themoviedb.org/movie/10684
4.0,10.898293,100,48,"Horror,Thriller",Greg McLean,2016,5,13,4,92,The Darkness,https://www.themoviedb.org/movie/257345
nan,nan,100,54,Drama,Stéphane Brizé,2016,11,23,2,119,A Woman's Life,https://www.themoviedb.org/movie/408543
7.0,19.246174,100,68,"Drama,Horror,Crime",Rob Zombie,2005,7,22,4,107,The Devil's Rejects,https://www.themoviedb.org/movie/1696
3.75,nan,100,78,Western,John Ford,1956,5,26,5,119,The Searchers,https://www.themoviedb.org/movie/3114
nan,nan,43,40,Drama,Betania Cappato,2021,3,1,0,70,A School in Cerro Hueso,https://www.themoviedb.org/movie/794789
20.0,50.907234,100,72,Drama,John Patrick Shanley,2008,2,27,2,104,Doubt,https://www.themoviedb.org/movie/14359
nan,nan,100,57,Comedy,Jeff Baena,2017,6,30,4,90,The Little Hours,https://www.themoviedb.org/movie/411873
9.0,39.94678,100,78,"Comedy,Drama,Romance",Woody Allen,1979,4,25,2,96,Manhattan,https://www.themoviedb.org/movie/696
7.0,17.062499,100,47,"Adventure,Animation,Comedy,Family",Trevor Wall,2016,1,15,4,86,Norm of the North,https://www.themoviedb.org/movie/276905
27.0,nan,100,47,"Action,Adventure,Science Fiction,Romance",Roland Joffé,2015,2,13,4,109,The Lovers,https://www.themoviedb.org/movie/79698
3.0,0.022,100,59,"Horror,Science Fiction",Xavier Gens,2012,1,13,4,112,The Divide,https://www.themoviedb.org/movie/38541
nan,nan,100,50,"Action,Adventure,Fantasy",Maximilian Elfeldt,2018,5,1,1,88,Avengers Grimm: Time Wars,https://www.themoviedb.org/movie/521720
2.7,141.0,100,71,Comedy,John Landis,1978,7,28,4,109,Animal House,https://www.themoviedb.org/movie/8469
10.0,nan,100,64,"Comedy,Drama",Gaby Dellal,2016,10,27,3,87,3 Generations,https://www.themoviedb.org/movie/300667
nan,nan,100,61,"Music,Drama,Romance",Max Giwa,2012,3,30,4,85,StreetDance 2,https://www.themoviedb.org/movie/85373
nan,nan,93,0,"TV Movie,Comedy,Romance",Kevin Fair,2021,11,20,5,84,Christmas Together With You,https://www.themoviedb.org/movie/876103
60.0,127.76665,100,57,"Comedy,Romance",Bobby Farrelly,2007,10,5,4,116,The Heartbreak Kid,https://www.themoviedb.org/movie/9038
nan,nan,100,67,"Thriller,Fantasy",Scott Speer,2018,9,27,3,98,I Still See You,https://www.themoviedb.org/movie/448095
nan,2.294291,100,70,"Drama,Comedy,Romance",Sean Ellis,2007,4,20,4,102,Cashback,https://www.themoviedb.org/movie/12225
4.0,1.598584,100,67,"Thriller,Crime,Action",Rodrigo Sorogoyen,2016,10,28,4,127,May God Save Us,https://www.themoviedb.org/movie/394684
6.0,0.170255,100,52,"Horror,Thriller,Mystery",Jake Wade Wall,2009,1,20,1,85,Amusement,https://www.themoviedb.org/movie/13803
nan,nan,100,73,Drama,Lukas Dhont,2018,9,18,1,105,Girl,https://www.themoviedb.org/movie/515916
1.0,0.354835,100,65,Thriller,Karyn Kusama,2015,8,5,2,100,The Invitation,https://www.themoviedb.org/movie/306947
nan,nan,100,55,"Thriller,Drama",Sarah Daggar-Nickson,2019,5,2,3,92,A Vigilante,https://www.themoviedb.org/movie/500904
0.5,0.745327,100,60,"Comedy,Romance",Todd Stephens,2006,4,28,4,92,Another Gay Movie,https://www.themoviedb.org/movie/12795
100.0,97.838349,100,57,"Action,Comedy,Drama",Dan Fogelman,2007,11,3,5,116,Fred Claus,https://www.themoviedb.org/movie/5375
nan,3.499442,100,59,"Comedy,Drama",Stuart Blumberg,2013,9,19,3,112,Thanks for Sharing,https://www.themoviedb.org/movie/112200
12.0,96.070507,100,69,"Comedy,Romance",Tim Story,2012,4,20,4,122,Think Like a Man,https://www.themoviedb.org/movie/67660
nan,nan,100,79,"Comedy,War",Gérard Oury,1966,12,20,1,132,Don't Look Now: We're Being Shot At,https://www.themoviedb.org/movie/8290
nan,nan,93,62,"Comedy,Horror",Tony West,2019,9,26,3,92,DeadTectives,https://www.themoviedb.org/movie/541099
30.0,53.898845,100,64,"Action,Adventure,Comedy",Stephen Herek,1993,11,11,3,105,The Three Musketeers,https://www.themoviedb.org/movie/10057
17.0,43.202283,100,63,"Drama,Fantasy,Romance",Daniel Barnz,2011,3,4,4,86,Beastly,https://www.themoviedb.org/movie/38117
nan,nan,100,46,"TV Movie,Horror,Science Fiction",Steven R. Monroe,2016,3,20,6,89,Grave Halloween,https://www.themoviedb.org/movie/229839
nan,nan,100,53,"Crime,Drama,Mystery,Thriller",Sacha Gervasi,2017,11,7,1,86,November Criminals,https://www.themoviedb.org/movie/317091
45.0,65.470529,100,64,"Action,Crime,Mystery,Thriller,Drama",D. J. Caruso,2004,3,19,4,103,Taking Lives,https://www.themoviedb.org/movie/11081
30.0,23.619609,100,59,"Drama,Thriller",Daniel Sackheim,2001,9,14,4,106,The Glass House,https://www.themoviedb.org/movie/2176
16.0,3.442853,100,66,"Western,Drama",Tommy Lee Jones,2014,8,29,4,122,The Homesman,https://www.themoviedb.org/movie/264656
nan,nan,100,81,Science Fiction,Toby Haynes,2010,12,25,5,62,Doctor Who: A Christmas Carol,https://www.themoviedb.org/movie/315620
nan,nan,100,57,Drama,Sean Penn,2017,7,28,4,130,The Last Face,https://www.themoviedb.org/movie/287904
nan,nan,100,73,"Animation,Family",A. A. Milne,1977,3,11,4,74,The Many Adventures of Winnie the Pooh,https://www.themoviedb.org/movie/250480
nan,nan,100,54,"Action,Adventure,Science Fiction",Simon Cox,2020,5,26,1,98,Invasion: Planet Earth,https://www.themoviedb.org/movie/641370
nan,15.185672,100,62,"Drama,Horror",Fraser Clarke Heston,1993,8,27,4,120,Needful Things,https://www.themoviedb.org/movie/10657
nan,nan,100,66,"Romance,Comedy",Roger Kumble,2019,8,29,3,98,Falling Inn Love,https://www.themoviedb.org/movie/623195
nan,nan,93,47,"Comedy,Adventure",Arthur Benzaquen,2015,10,14,2,107,The New Adventures of Aladdin,https://www.themoviedb.org/movie/344268
nan,nan,100,76,"Comedy,Crime",William Wyler,1966,7,13,2,123,How to Steal a Million,https://www.themoviedb.org/movie/3001
nan,25.232289,100,68,"Crime,Drama,Action,Thriller,Horror",Gregory Hoblit,1998,1,16,4,124,Fallen,https://www.themoviedb.org/movie/9411
20.0,20.308772,100,63,"Action,Fantasy,Horror",John Carpenter,1998,10,30,4,108,Vampires,https://www.themoviedb.org/movie/9945
30.0,14.110589,100,54,"Animation,Comedy,Fantasy",Mark Victor,1992,7,10,4,102,Cool World,https://www.themoviedb.org/movie/14239
25.0,nan,100,74,"Animation,Adventure,Family,History,War",Richard Lanni,2018,4,13,4,85,Sgt. Stubby: An American Hero,https://www.themoviedb.org/movie/433694
nan,nan,100,79,"Comedy,Drama,Romance",Takeshi Furusawa,2017,4,15,5,120,ReLIFE,https://www.themoviedb.org/movie/437620
nan,nan,100,72,"Comedy,Drama,Fantasy,Romance",Simon Aboud,2016,10,20,3,100,This Beautiful Fantastic,https://www.themoviedb.org/movie/352490
20.0,47.81702,100,63,"Comedy,Drama,Romance",Robert Pulcini,2007,8,24,4,106,The Nanny Diaries,https://www.themoviedb.org/movie/12435
nan,nan,100,66,"Animation,Action",Tetsuo Hara,2006,3,11,5,95,Fist of the North Star: Legend of Raoh - Chapter of Death in Love,https://www.themoviedb.org/movie/109080
nan,nan,100,42,"Action,Science Fiction,Thriller",Jeremiah Jones,2019,4,5,4,88,Alien Warfare,https://www.themoviedb.org/movie/593035
nan,nan,100,66,"Action,Science Fiction",James Bushe,2015,5,26,1,27,Predator: Dark Ages,https://www.themoviedb.org/movie/341870
nan,nan,100,56,"Science Fiction,Mystery,Thriller",Duncan Jones,2018,2,23,4,126,Mute,https://www.themoviedb.org/movie/401371
nan,nan,100,65,"Action,Animation,Science Fiction",Seiji Mizushima,2014,11,15,5,104,Expelled from Paradise,https://www.themoviedb.org/movie/304023
23.0,51.881013,100,40,"Adventure,Thriller,Horror",Peter Benchley,1987,7,17,4,89,Jaws: The Revenge,https://www.themoviedb.org/movie/580
nan,nan,100,63,"Adventure,Animation,Comedy,Family,Fantasy",Michael A. Nickles,2017,1,12,3,84,Bunyan and Babe,https://www.themoviedb.org/movie/435995
3.3,20.653717,100,73,"Comedy,Family",Bob Clark,1983,11,18,4,93,A Christmas Story,https://www.themoviedb.org/movie/850
nan,7.8,100,58,"Adventure,Animation,Comedy,Family",Pierre Coré,2017,2,1,2,86,Sahara,https://www.themoviedb.org/movie/423453
0.84908,nan,100,78,Drama,Fernando Frias,2020,5,27,2,112,I'm No Longer Here,https://www.themoviedb.org/movie/582927
20.0,nan,100,67,"Drama,History,Thriller,Action",Thomas Vinterberg,2019,6,21,4,118,Kursk,https://www.themoviedb.org/movie/401200
40.0,19.322135,100,61,Comedy,Danny DeVito,2003,9,26,4,89,Duplex,https://www.themoviedb.org/movie/7288
nan,14.096321,100,72,"Crime,Drama,History,Romance",Bille August,1998,5,1,4,134,Les Misérables,https://www.themoviedb.org/movie/4415
40.0,285.176741,100,65,"Comedy,Romance",Bob Fisher,2005,7,15,4,119,Wedding Crashers,https://www.themoviedb.org/movie/9522
20.0,59.0,100,65,"Western,Adventure",Geoff Murphy,1990,8,1,2,104,Young Guns II,https://www.themoviedb.org/movie/9086
15.0,7.938872,100,66,"Crime,Horror,Thriller,Drama",Michael Haneke,2008,4,4,4,113,Funny Games,https://www.themoviedb.org/movie/8461
nan,nan,50,78,,unknown,2017,1,4,2,nan,Armero,https://www.themoviedb.org/movie/479304
nan,nan,100,50,"Horror,Science Fiction,Thriller",J.T. Petty,2003,4,14,0,77,Mimic: Sentinel,https://www.themoviedb.org/movie/33005
31.0,9.493259,100,75,Drama,Richard Attenborough,1993,1,8,4,143,Chaplin,https://www.themoviedb.org/movie/10435
3.8,18.309793,100,81,Drama,Thomas Vinterberg,2012,9,24,0,116,The Hunt,https://www.themoviedb.org/movie/103663
50.0,62.788218,100,71,"Comedy,Crime,Action",Shane Black,2016,5,20,4,116,The Nice Guys,https://www.themoviedb.org/movie/290250
90.0,65.900249,100,69,"War,Drama,History",Clint Eastwood,2006,10,19,3,135,Flags of Our Fathers,https://www.themoviedb.org/movie/3683
110.0,72.178895,100,59,"Action,Adventure,Comedy",Frank Coraci,2004,6,16,2,120,Around the World in 80 Days,https://www.themoviedb.org/movie/10204
13.5,7.060876,100,72,Drama,Philip Kaufman,2000,12,25,0,124,Quills,https://www.themoviedb.org/movie/10876
11.715578,22.108789,100,77,"Drama,Action,History",Wilson Yip,2008,12,12,4,106,Ip Man,https://www.themoviedb.org/movie/14756
14.0,320.145693,100,68,"Drama,Thriller",Adrian Lyne,1987,9,11,4,119,Fatal Attraction,https://www.themoviedb.org/movie/10998
nan,nan,100,86,"Animation,Action",Masamitsu Hidaka,2014,8,24,6,62,New Initial D the Movie - Legend 1: Awakening,https://www.themoviedb.org/movie/271709
nan,3.097257,100,66,Drama,Paul Dano,2018,9,23,6,105,Wildlife,https://www.themoviedb.org/movie/417812
17.0,nan,100,57,"Action,Thriller",Jonathan Mostow,2017,6,9,4,91,The Hunter's Prayer,https://www.themoviedb.org/movie/302150
nan,2.692037,100,65,"Action,Thriller",Phillip Noyce,1990,3,16,4,86,Blind Fury,https://www.themoviedb.org/movie/19124
nan,nan,86,76,Drama,Giuseppe Ferrara,1992,5,21,3,105,Narcos,https://www.themoviedb.org/movie/341087
nan,nan,56,0,Documentary,Andriy Zayets,2021,11,19,4,51,The History of the First Film Festival in Podilia,https://www.themoviedb.org/movie/886629
nan,nan,36,75,,unknown,2017,1,1,6,126,Sex Education Films,https://www.themoviedb.org/movie/825491
