budget(in million),revenue(in million),content_score,user_score,genres,director,release_year,release_month,release_day,release_weekday,run_time (in minuts),title,url
4.0,31.584901,100,66,"Comedy,Mystery",Woody Allen,2006,7,27,3,96,Scoop,https://www.themoviedb.org/movie/512
0.825,nan,100,57,"Mystery,Science Fiction,Thriller",Ernie Barbarash,2004,10,15,4,97,Cube Zero,https://www.themoviedb.org/movie/438
80.341,250.1,100,72,"Action,Adventure,Drama,War",John Woo,2009,11,20,4,146,Red Cliff,https://www.themoviedb.org/movie/12289
nan,nan,100,51,"Thriller,Horror,Drama",Sean Carter,2017,5,4,3,90,Keep Watching,https://www.themoviedb.org/movie/242606
nan,nan,79,61,Documentary,unknown,2019,11,12,1,12,Marvel Studios: Expanding the Universe,https://www.themoviedb.org/movie/647375
8.7,7.659918,100,68,"Animation,Science Fiction,Thriller",Richard Linklater,2006,7,7,4,100,A Scanner Darkly,https://www.themoviedb.org/movie/3509
6.0,nan,100,50,"Family,Comedy",John Murlowski,1998,11,3,1,84,Richie Rich's Christmas Wish,https://www.themoviedb.org/movie/73961
nan,nan,93,35,Horror,Sergio Mazurek,2009,11,24,1,nan,Lo siniestro,https://www.themoviedb.org/movie/414145
nan,24.2,100,77,"Animation,Action,Thriller,Adventure,Fantasy",Akiyoshi Hongo,2020,2,21,4,94,Digimon Adventure: Last Evolution Kizuna,https://www.themoviedb.org/movie/571265
0.02,0.02689,100,55,"Horror,Mystery,Thriller",Eric Valette,2008,1,4,4,87,One Missed Call,https://www.themoviedb.org/movie/6933
14.0,72.527595,100,57,"Horror,Thriller",Jamie Blanks,1998,9,25,4,100,Urban Legend,https://www.themoviedb.org/movie/9877
nan,nan,93,53,Comedy,Andrew Drazek,2015,9,3,3,92,Beginner's Guide to Sex,https://www.themoviedb.org/movie/357974
40.0,262.5,100,63,"Comedy,Romance",Helen Fielding,2004,12,3,4,108,Bridget Jones: The Edge of Reason,https://www.themoviedb.org/movie/9801
18.0,23.0,100,80,"Drama,History",Martin Scorsese,1980,11,14,4,129,Raging Bull,https://www.themoviedb.org/movie/1578
1.6,5.75,100,72,"Crime,Drama,Romance",Andrew Onwubolu,2019,11,22,4,91,Blue Story,https://www.themoviedb.org/movie/621191
nan,nan,100,58,"Thriller,Drama,Horror",Adam MacDonald,2014,3,20,3,92,Backcountry,https://www.themoviedb.org/movie/228973
nan,nan,100,60,"Action,War,Drama",Roel Reiné,2014,5,23,4,98,Seal Team Eight: Behind Enemy Lines,https://www.themoviedb.org/movie/260063
5.0,nan,100,71,"Comedy,Romance,Drama",Joachim Trier,2022,2,4,4,127,The Worst Person in the World,https://www.themoviedb.org/movie/660120
10.0,nan,100,71,"Drama,Action",Andrew Davis,2006,9,28,3,139,The Guardian,https://www.themoviedb.org/movie/4643
nan,nan,64,79,Documentary,Baillie Walsh,2021,9,7,1,46,Being James Bond,https://www.themoviedb.org/movie/869250
20.0,35.739755,100,66,Comedy,Mel Brooks,1993,7,28,2,104,Robin Hood: Men in Tights,https://www.themoviedb.org/movie/8005
nan,nan,100,68,"Comedy,Drama,Family",Cris D'amato,2021,1,15,4,103,Double Dad,https://www.themoviedb.org/movie/773998
nan,2.455831,100,76,"Drama,Comedy,Romance",Ol Parker,2005,2,1,1,93,Imagine Me & You,https://www.themoviedb.org/movie/1544
nan,nan,100,68,Drama,Debra Granik,2018,6,29,4,110,Leave No Trace,https://www.themoviedb.org/movie/443463
25.0,0.331091,100,59,"Science Fiction,Action",Luke Sparke,2021,10,15,4,128,Occupation: Rainfall,https://www.themoviedb.org/movie/688258
75.0,195.745823,100,61,Comedy,Peter Segal,2003,4,11,4,106,Anger Management,https://www.themoviedb.org/movie/9506
nan,nan,100,78,"Music,TV Movie,Fantasy",Hasraf Dulull,2018,9,28,4,10,Under the Sea: A Descendants Story,https://www.themoviedb.org/movie/551298
nan,47.789074,100,55,"Romance,Comedy",Amy Heckerling,1990,12,14,4,81,Look Who's Talking Too,https://www.themoviedb.org/movie/9356
nan,nan,100,65,"Adventure,Comedy,Romance",Harry Hurwitz,1978,8,1,1,82,Fairy Tales,https://www.themoviedb.org/movie/29817
nan,21.790193,93,80,"Documentary,Adventure",Jimmy Chin,2018,12,14,4,100,Free Solo,https://www.themoviedb.org/movie/515042
8.0,nan,100,59,"Western,Drama",Vincent D'Onofrio,2019,4,26,4,100,The Kid,https://www.themoviedb.org/movie/492565
nan,nan,100,51,"Crime,Drama,Mystery,Thriller",Jonathan Wright,2017,6,9,4,100,Awakening the Zodiac,https://www.themoviedb.org/movie/431112
nan,nan,100,67,"Animation,Family,Adventure,Action,Comedy",Melchior Zwyer,2016,6,21,1,78,LEGO DC Comics Super Heroes: Justice League - Gotham City Breakout,https://www.themoviedb.org/movie/396330
45.0,11.203026,100,61,"Adventure,Action,Horror,Science Fiction",Stephen Sommers,1998,1,30,4,106,Deep Rising,https://www.themoviedb.org/movie/9457
nan,nan,100,27,"Horror,Adventure,Science Fiction",Glenn Campbell,2021,10,29,4,nan,Planet Dune,https://www.themoviedb.org/movie/881460
nan,nan,71,77,"Animation,Comedy,Family",Nick Park,1993,12,17,4,30,The Wrong Trousers,https://www.themoviedb.org/movie/531
nan,nan,100,72,"TV Movie,Romance",Ernie Barbarash,2019,10,2,2,83,A Royal Winter,https://www.themoviedb.org/movie/435107
25.0,56.489558,100,61,"Action,Crime,Drama",Andrzej Bartkowiak,2003,2,28,4,101,Cradle 2 the Grave,https://www.themoviedb.org/movie/10623
46.0,101.191884,100,64,"Action,Thriller",Roger Donaldson,2003,1,31,4,115,The Recruit,https://www.themoviedb.org/movie/1647
0.81,nan,100,74,Horror,Robin Hardy,1974,5,15,2,94,The Wicker Man,https://www.themoviedb.org/movie/16307
18.0,1.738611,100,74,"Fantasy,Science Fiction,Adventure",Jean-Pierre Jeunet,1995,12,15,4,108,The City of Lost Children,https://www.themoviedb.org/movie/902
31.0,74.151346,100,67,"Animation,Comedy,Family",George Scribner,1988,11,18,4,77,Oliver & Company,https://www.themoviedb.org/movie/12233
22.0,57.479076,100,63,"Drama,Thriller",Mikael Håfström,2005,11,11,4,108,Derailed,https://www.themoviedb.org/movie/8999
23.0,32.19257,100,70,Western,Lawrence Kasdan,1985,7,10,2,133,Silverado,https://www.themoviedb.org/movie/11509
6.5,11.850214,100,70,"Drama,Thriller,Crime",J.J. Connolly,2005,5,13,4,105,Layer Cake,https://www.themoviedb.org/movie/4836
90.0,250.649836,100,70,"Action,Drama,Thriller",Tony Scott,1998,11,20,4,132,Enemy of the State,https://www.themoviedb.org/movie/9798
nan,49.23028,100,72,Comedy,John Hughes,1987,11,26,3,93,"Planes, Trains and Automobiles",https://www.themoviedb.org/movie/2609
nan,nan,79,95,"Horror,Science Fiction",Samuel Leong,2015,3,23,0,90,Ebola Zombies,https://www.themoviedb.org/movie/329824
25.0,34.942188,100,56,Comedy,David Gordon Green,2011,12,9,4,81,The Sitter,https://www.themoviedb.org/movie/57431
65.0,128.107642,100,66,Comedy,Adam McKay,2008,7,25,4,98,Step Brothers,https://www.themoviedb.org/movie/12133
5.741614,1.471656,100,69,"Drama,Mystery,Thriller",Joachim Trier,2017,9,15,4,117,Thelma,https://www.themoviedb.org/movie/401898
nan,nan,71,66,"Fantasy,Adventure",Jonathan M. Shiff,2008,1,1,1,91,H2O Just Add Water - The Movie,https://www.themoviedb.org/movie/65256
80.0,96.105964,100,64,"Drama,Thriller,Mystery",Jonathan Demme,2004,7,30,4,129,The Manchurian Candidate,https://www.themoviedb.org/movie/14462
20.0,8.586376,100,52,Comedy,Mort Nathan,2002,10,1,1,94,Boat Trip,https://www.themoviedb.org/movie/9557
nan,nan,21,0,Documentary,Pegah Ahangarani,2021,11,18,3,16,I Am Trying to Remember,https://www.themoviedb.org/movie/893942
20.0,45.636368,100,66,"Drama,Thriller",John Madden,2011,8,31,2,113,The Debt,https://www.themoviedb.org/movie/48289
nan,nan,100,0,Thriller,Joel David Moore,2021,11,25,3,84,Hide and Seek,https://www.themoviedb.org/movie/801271
37.0,37.962774,100,54,"Comedy,Fantasy,Science Fiction",Willard Huyck,1986,8,1,4,110,Howard the Duck,https://www.themoviedb.org/movie/10658
17.5,38.0,100,77,"Drama,History,War",Terry George,2004,12,22,2,121,Hotel Rwanda,https://www.themoviedb.org/movie/205
nan,nan,93,60,"Animation,Action",Keisuke Itagaki,1994,8,21,6,45,Grappler Baki,https://www.themoviedb.org/movie/68449
0.147983,nan,100,68,"Horror,Drama,Mystery",Joko Anwar,2017,9,28,3,107,Satan's Slaves,https://www.themoviedb.org/movie/467012
nan,nan,100,58,"Thriller,Drama",Scott Waugh,2017,10,13,4,97,6 Below: Miracle on the Mountain,https://www.themoviedb.org/movie/423087
18.0,90.632641,100,59,"Romance,Comedy",Kirk Jones,2016,3,25,4,94,My Big Fat Greek Wedding 2,https://www.themoviedb.org/movie/302688
4.0,67.760877,100,70,"Drama,History",Marielle Heller,2019,11,22,4,109,A Beautiful Day in the Neighborhood,https://www.themoviedb.org/movie/501907
nan,nan,21,0,Documentary,Frank Eli Martin,2021,11,18,3,12,Five Scenes from the War in Afghanistan as They Appear in East Sussex,https://www.themoviedb.org/movie/893940
10.0,21.786738,100,64,"Drama,Romance",Wong Kar-wai,2008,4,4,4,95,My Blueberry Nights,https://www.themoviedb.org/movie/1989
nan,nan,21,0,Animation,Hauazkena Taldea,2021,11,18,3,8,Instructions For Walking Around The City,https://www.themoviedb.org/movie/892340
nan,nan,43,0,,Toni Karat,2021,11,18,3,10,Endzeit Berlin,https://www.themoviedb.org/movie/889928
nan,nan,43,0,,Guilien Skorny,2021,11,18,3,11,16,https://www.themoviedb.org/movie/894884
nan,nan,100,66,"Fantasy,Science Fiction,Thriller",Steeve Léonard,2017,9,22,4,93,Radius,https://www.themoviedb.org/movie/436274
7.4,15.946321,100,72,"Drama,Science Fiction",Lars von Trier,2011,5,26,3,135,Melancholia,https://www.themoviedb.org/movie/62215
nan,34.710627,100,72,"Drama,Romance",Cary Joji Fukunaga,2011,3,11,4,120,Jane Eyre,https://www.themoviedb.org/movie/38684
5.0,1.862805,100,70,"Thriller,Drama,Romance",Roman Polanski,1994,3,11,4,139,Bitter Moon,https://www.themoviedb.org/movie/10497
25.0,56.422687,100,64,"Action,Thriller",David R. Ellis,2004,9,10,4,94,Cellular,https://www.themoviedb.org/movie/9759
nan,nan,100,56,"Drama,Thriller",Zack Whedon,2016,11,11,4,112,Come and Find Me,https://www.themoviedb.org/movie/345918
nan,nan,100,77,"Animation,Adventure,Comedy,Family",Sean McCormack,2020,9,24,3,85,Two by Two: Overboard!,https://www.themoviedb.org/movie/587562
30.0,13.001257,100,69,"Drama,Mystery,Romance,Thriller",Paul McGuigan,2004,9,3,4,114,Wicker Park,https://www.themoviedb.org/movie/11208
13.0,nan,100,41,Comedy,James Oakley,2018,6,14,3,90,The Con Is On,https://www.themoviedb.org/movie/353576
nan,nan,71,0,"Crime,Thriller",Gin Yeung-Chi,1992,1,1,2,91,China Dolls,https://www.themoviedb.org/movie/172760
1.8,nan,100,68,"Western,Horror",S. Craig Zahler,2015,12,10,3,132,Bone Tomahawk,https://www.themoviedb.org/movie/294963
nan,nan,93,66,"Animation,Comedy,Family,TV Movie",Joanna Romersa,1994,11,24,3,70,A Flintstones Christmas Carol,https://www.themoviedb.org/movie/48874
nan,nan,100,65,"Action,Thriller",Robin Pront,2020,7,18,5,93,The Silencing,https://www.themoviedb.org/movie/603119
nan,nan,71,74,"Animation,Fantasy",Andrew Duncan,2013,3,3,6,61,Monster High: Scaris City of Frights,https://www.themoviedb.org/movie/192911
nan,nan,100,76,"Comedy,Drama",Peter Hutchings,2019,2,21,3,97,Then Came You,https://www.themoviedb.org/movie/375785
nan,nan,100,60,"Music,Drama",Christopher Louie,2016,8,26,4,92,XOXO,https://www.themoviedb.org/movie/352492
nan,nan,100,67,"Thriller,Crime,Drama,Horror",Gregory Wilson,2007,10,3,2,91,The Girl Next Door,https://www.themoviedb.org/movie/15356
5.0,8.203235,100,75,"Thriller,Drama",Brad Anderson,2004,10,22,4,101,The Machinist,https://www.themoviedb.org/movie/4553
120.0,325.756637,100,64,"Action,Adventure,Drama,Thriller",Wolfgang Petersen,2000,6,30,4,130,The Perfect Storm,https://www.themoviedb.org/movie/2133
nan,nan,64,83,"Music,Documentary",Paul Dugdale,2021,11,14,6,90,Adele One Night Only,https://www.themoviedb.org/movie/896633
nan,nan,56,0,Drama,Juan David Alvarado,2021,11,18,3,5,Depende de Nosotros,https://www.themoviedb.org/movie/896256
18.0,262.552893,100,67,Comedy,Sacha Baron Cohen,2006,11,2,3,84,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,https://www.themoviedb.org/movie/496
nan,nan,86,50,,Henrique Jardim,2021,4,11,6,nan,Ben 10 Alien X-tinction,https://www.themoviedb.org/movie/882878
50.0,30.303072,100,64,"Action,Adventure,Crime,Thriller",Lana Wachowski,1995,10,6,4,132,Assassins,https://www.themoviedb.org/movie/9691
2.0,33.965843,100,80,"Crime,Drama,Mystery",Juan José Campanella,2010,4,16,4,130,The Secret in Their Eyes,https://www.themoviedb.org/movie/25376
5.5,15.7,100,75,"Western,Drama,Mystery",Clint Eastwood,1973,4,19,3,105,High Plains Drifter,https://www.themoviedb.org/movie/11901
30.0,41.480851,100,70,"Drama,Action,Crime",Jac Flanders,2006,9,15,4,125,Gridiron Gang,https://www.themoviedb.org/movie/9766
nan,1.640866,100,68,"Drama,Horror,Mystery",Rose Glass,2020,10,9,4,85,Saint Maud,https://www.themoviedb.org/movie/575776
35.0,66.7,100,75,"Drama,History,War",Steven Spielberg,1987,12,9,2,153,Empire of the Sun,https://www.themoviedb.org/movie/10110
nan,nan,100,67,"Animation,Family,Adventure,Drama,Fantasy",Kunihiko Yuyama,2011,7,16,5,96,Pokémon the Movie: White - Victini and Zekrom,https://www.themoviedb.org/movie/88557
35.0,18.38189,100,60,"Action,Comedy,Western,Crime",Espen Sandberg,2006,1,18,2,93,Bandidas,https://www.themoviedb.org/movie/1969
20.0,2.128186,100,50,"Action,Crime,Drama,Thriller",Mike Gunther,2011,11,4,4,85,Setup,https://www.themoviedb.org/movie/70586
12.0,nan,100,66,"Romance,Crime,Drama",Bob Rafelson,1981,3,20,4,122,The Postman Always Rings Twice,https://www.themoviedb.org/movie/11027
1.7,nan,100,69,"Drama,Thriller",Todd Field,2002,5,2,3,130,In the Bedroom,https://www.themoviedb.org/movie/1999
nan,nan,100,61,"Crime,Drama",Tommy O'Haver,2017,3,24,4,91,The Most Hated Woman in America,https://www.themoviedb.org/movie/401743
8.9e-05,nan,100,54,Horror,Ben Ketai,2014,7,25,4,89,Beneath,https://www.themoviedb.org/movie/257874
nan,8.600192,100,66,"Comedy,Drama",Zara Hayes,2019,5,9,3,91,Poms,https://www.themoviedb.org/movie/574241
nan,nan,100,73,"Thriller,History,Drama",Gavin Hood,2019,9,5,3,112,Official Secrets,https://www.themoviedb.org/movie/393624
nan,nan,100,58,Comedy,Gavin Wiesen,2017,3,10,4,86,All Nighter,https://www.themoviedb.org/movie/352501
0.10488,3.5,100,73,Horror,Terence Fisher,1958,5,22,3,82,Dracula,https://www.themoviedb.org/movie/11868
35.0,94.728529,100,59,"Comedy,Romance",Adam Shankman,2001,1,26,4,103,The Wedding Planner,https://www.themoviedb.org/movie/2018
nan,nan,100,64,"Animation,Family,Comedy",Henry Yu,2017,3,13,0,84,Surf's Up 2: WaveMania,https://www.themoviedb.org/movie/411840
64.4,138.191428,100,57,"Comedy,Romance",Joe Roth,2001,7,17,1,102,America's Sweethearts,https://www.themoviedb.org/movie/11467
22.0,68.625104,100,66,"Animation,Fantasy,Adventure",Goro Miyazaki,2010,8,13,4,115,Tales from Earthsea,https://www.themoviedb.org/movie/37933
3.7,31.8,100,75,Western,Clint Eastwood,1976,7,14,2,135,The Outlaw Josey Wales,https://www.themoviedb.org/movie/10747
nan,0.019054,100,77,"Drama,Fantasy,Horror",F.W. Murnau,1929,6,3,0,94,Nosferatu,https://www.themoviedb.org/movie/653
46.0,113.71483,100,69,"Crime,Mystery,Thriller",Christopher Nolan,2002,11,15,4,118,Insomnia,https://www.themoviedb.org/movie/320
nan,nan,100,52,"Horror,Comedy",Ellory Elkayem,2005,10,15,5,86,Return of the Living Dead: Rave to the Grave,https://www.themoviedb.org/movie/24939
28.0,40.400657,100,67,"Thriller,Science Fiction",Peter Hyams,1984,12,6,3,116,2010,https://www.themoviedb.org/movie/4437
35.0,61.181942,100,70,"Adventure,Drama,Thriller",Robert Zemeckis,2015,10,9,4,123,The Walk,https://www.themoviedb.org/movie/285783
0.9,6.980986,100,47,Horror,Stephen King,1992,1,29,2,92,Children of the Corn II: The Final Sacrifice,https://www.themoviedb.org/movie/25748
nan,nan,100,69,"Drama,Comedy",Gilles Lellouche,2019,9,27,4,122,Sink or Swim,https://www.themoviedb.org/movie/484482
19.0,29.152618,100,62,"Comedy,Romance",Tyler Perry,2018,11,2,4,110,Nobody's Fool,https://www.themoviedb.org/movie/514619
0.35,nan,100,37,Horror,Clive Barker,2011,10,18,1,75,Hellraiser: Revelations,https://www.themoviedb.org/movie/70584
nan,nan,100,70,"Drama,History,War",Volker Schlöndorff,1980,4,11,4,162,The Tin Drum,https://www.themoviedb.org/movie/659
45.0,178.26262,28,35,,unknown,2006,8,12,5,nan,The Visual Effects of 'Scary Movie 4',https://www.themoviedb.org/movie/565916
25.0,92.991835,100,67,"Drama,Thriller",Tony Gilroy,2007,10,12,4,119,Michael Clayton,https://www.themoviedb.org/movie/4566
nan,nan,100,71,"Animation,Family,Comedy",Bill Speers,1999,10,31,6,66,Mickey's Once Upon a Christmas,https://www.themoviedb.org/movie/15400
22.0,0.851517,100,60,"Horror,Mystery,Thriller",Måns Mårlind,2010,3,27,5,112,6 Souls,https://www.themoviedb.org/movie/41505
nan,5.75,100,79,Drama,Lilian Lee,1993,10,26,1,171,Farewell My Concubine,https://www.themoviedb.org/movie/10997
45.0,170.362582,100,58,"Action,Thriller",Luis Llosa,1994,10,7,4,110,The Specialist,https://www.themoviedb.org/movie/2636
10.951,49.85177,100,73,"Horror,Mystery",Na Hong-jin,2016,5,12,3,156,The Wailing,https://www.themoviedb.org/movie/293670
nan,nan,100,72,"Action,Comedy,Romance",Sammo Hung,1988,2,11,3,93,Dragons Forever,https://www.themoviedb.org/movie/21733
45.0,57.881056,100,56,"Adventure,Comedy,Family,Fantasy,Science Fiction",John Schultz,2009,7,31,4,86,Aliens in the Attic,https://www.themoviedb.org/movie/20856
10.0,nan,100,47,Action,Sarik Andreasyan,2015,7,14,1,94,American Heist,https://www.themoviedb.org/movie/250066
18.0,7.972967,100,68,Music,Nimród Antal,2013,9,27,4,93,Metallica: Through the Never,https://www.themoviedb.org/movie/193613
10.0,20.766616,100,70,"Thriller,Horror,Science Fiction",David Cronenberg,1983,10,21,4,103,The Dead Zone,https://www.themoviedb.org/movie/11336
65.0,nan,100,69,"Drama,Romance",Mike Newell,2003,12,19,4,117,Mona Lisa Smile,https://www.themoviedb.org/movie/11820
nan,27.150534,100,61,Comedy,Ken Finkleman,1982,12,10,4,85,Airplane II: The Sequel,https://www.themoviedb.org/movie/2665
nan,nan,71,64,Documentary,Emir Kusturica,2009,5,24,6,90,Maradona by Kusturica,https://www.themoviedb.org/movie/8908
nan,nan,100,61,"War,Action,Thriller,Drama",Crash Leyland,2011,4,26,1,91,Sniper: Reloaded,https://www.themoviedb.org/movie/58767
nan,nan,100,64,Romance,Takeshi Furusawa,2018,8,1,2,113,Blue Summer,https://www.themoviedb.org/movie/512343
38.0,34.416893,100,71,"Music,Drama",Oliver Stone,1991,3,1,4,140,The Doors,https://www.themoviedb.org/movie/10537
13.0,3.01221,100,54,"Thriller,Horror,Fantasy",Juan Carlos Fresnadillo,2012,3,30,4,100,Intruders,https://www.themoviedb.org/movie/63207
nan,nan,100,52,Horror,Jeffrey Reddick,2019,1,24,3,95,The Final Wish,https://www.themoviedb.org/movie/554739
10.0,28.883511,100,70,Drama,Tim Burton,2015,1,9,4,106,Big Eyes,https://www.themoviedb.org/movie/87093
nan,0.327231,100,66,"Drama,Comedy",Max Winkler,2018,4,5,3,94,Flower,https://www.themoviedb.org/movie/421471
10.0,1.710528,100,54,"Drama,Romance",Terrence Malick,2017,4,20,3,129,Song to Song,https://www.themoviedb.org/movie/330947
nan,nan,100,54,"Thriller,TV Movie",Philippe Gagnon,2019,4,12,4,90,Radio Silence,https://www.themoviedb.org/movie/609338
nan,nan,71,70,"Family,Comedy",Archie Lopez,2011,3,10,3,nan,Lotoman,https://www.themoviedb.org/movie/58651
6.0,28.9,100,74,"War,Action",J. Lee Thompson,1961,6,22,3,158,The Guns of Navarone,https://www.themoviedb.org/movie/10911
nan,nan,93,62,"Action,Animation,Drama,Romance",Osamu Yamasaki,2013,8,24,5,95,Hakuoki - Demon of the Fleeting Blossom – Wild Dance of Kyoto,https://www.themoviedb.org/movie/297676
nan,nan,79,59,"Action,Crime,Drama",Damian Chapa,2004,9,27,0,128,El padrino: The Latin Godfather,https://www.themoviedb.org/movie/79026
nan,nan,100,53,"Horror,Fantasy",Aleksander Nordaas,2012,9,9,6,76,Thale,https://www.themoviedb.org/movie/53567
nan,nan,100,62,"Mystery,Drama,Crime,Thriller",Karen Moncrieff,2006,11,7,1,85,The Dead Girl,https://www.themoviedb.org/movie/13551
5.0,nan,100,58,"Action,Comedy",Wayne Kramer,2014,1,18,5,107,Pawn Shop Chronicles,https://www.themoviedb.org/movie/199420
60.0,82.150183,100,61,"Adventure,Action,Fantasy",Rob Bowman,2002,7,12,4,101,Reign of Fire,https://www.themoviedb.org/movie/6278
nan,nan,100,77,"Adventure,Horror",Sylas Dall,2020,3,14,5,88,They Reach,https://www.themoviedb.org/movie/711705
36.0,20.300385,100,70,Drama,Miloš Forman,1996,12,25,2,130,The People vs. Larry Flynt,https://www.themoviedb.org/movie/1630
nan,nan,100,65,Drama,Ross Partridge,2016,3,3,3,93,Lamb,https://www.themoviedb.org/movie/324284
60.0,52.3224,100,65,"Drama,Thriller,Horror",Brandon Camp,2002,2,22,4,104,Dragonfly,https://www.themoviedb.org/movie/10052
nan,nan,100,74,Drama,Ryusuke Hamaguchi,2021,11,24,2,179,Drive My Car,https://www.themoviedb.org/movie/758866
nan,nan,100,59,"Crime,Drama",Justin Kelly,2016,10,21,4,93,King Cobra,https://www.themoviedb.org/movie/390584
50.0,60.209334,100,56,"Science Fiction,Action,Drama,Thriller",Andrew Davis,1996,8,2,4,107,Chain Reaction,https://www.themoviedb.org/movie/12123
nan,nan,50,0,,José Durán,2021,11,15,0,95,Gina,https://www.themoviedb.org/movie/673591
nan,nan,100,84,Drama,Ashley Avis,2020,11,27,4,108,Black Beauty,https://www.themoviedb.org/movie/526702
5.0,12.2,100,66,"History,Romance",King Vidor,1959,12,25,4,139,Solomon and Sheba,https://www.themoviedb.org/movie/29996
nan,nan,100,71,"Crime,Drama",Brandon Camp,2018,3,2,4,87,Benji,https://www.themoviedb.org/movie/495193
nan,nan,100,46,"Horror,Thriller",Darren Lynn Bousman,2011,11,11,4,90,11-11-11,https://www.themoviedb.org/movie/51248
150.0,212.011111,100,71,"Adventure,Drama,War",Peter Weir,2003,11,14,4,138,Master and Commander: The Far Side of the World,https://www.themoviedb.org/movie/8619
nan,nan,100,82,"Comedy,Animation,Adventure,Fantasy,Romance",Morio Asaka,2000,7,15,5,80,Cardcaptor Sakura: The Sealed Card,https://www.themoviedb.org/movie/31347
nan,nan,100,54,"Adventure,Family,TV Movie",Ken Wheat,1985,11,24,6,100,Ewoks: The Battle for Endor,https://www.themoviedb.org/movie/10372
nan,2.57699,100,75,"Romance,Drama",Trey Edward Shults,2020,1,17,4,136,Waves,https://www.themoviedb.org/movie/533444
47.0,102.825796,100,59,"Comedy,Drama,Thriller",Ben Stiller,1996,6,10,0,96,The Cable Guy,https://www.themoviedb.org/movie/9894
43.0,154.749918,100,62,"Romance,Comedy",Robert Luketic,2005,5,13,4,101,Monster-in-Law,https://www.themoviedb.org/movie/4379
nan,nan,100,0,"Horror,Thriller",Lee Haven Jones,2021,11,19,4,93,The Feast,https://www.themoviedb.org/movie/795615
28.0,90.259536,100,72,"Mystery,Thriller",James Mangold,2003,4,25,4,90,Identity,https://www.themoviedb.org/movie/2832
52.0,256.271286,100,74,Drama,Steven Soderbergh,2000,3,17,4,131,Erin Brockovich,https://www.themoviedb.org/movie/462
10.0,4.160851,100,73,"Drama,Mystery,Horror",David Lynch,1992,8,28,4,135,Twin Peaks: Fire Walk with Me,https://www.themoviedb.org/movie/1923
nan,nan,100,74,"Drama,History,War",Nagisa Ōshima,1983,8,26,4,124,"Merry Christmas, Mr. Lawrence",https://www.themoviedb.org/movie/11948
30.0,32.593385,100,57,"Crime,Mystery,Thriller",Jon Avnet,2007,12,24,0,108,88 Minutes,https://www.themoviedb.org/movie/3489
2.135,7.0,100,72,"Crime,Drama,Mystery,Romance,Thriller",Winston Graham,1964,7,17,4,131,Marnie,https://www.themoviedb.org/movie/506
nan,nan,100,0,"Comedy,Crime",Varun V. Sharma,2021,11,19,4,150,Bunty Aur Babli 2,https://www.themoviedb.org/movie/666390
28.0,14.051384,100,54,"Music,Action,Comedy,Crime",John Landis,1998,2,5,3,123,Blues Brothers 2000,https://www.themoviedb.org/movie/11568
25.0,5.5492,100,57,"Drama,Action,Thriller,Crime",John Darrouzet,2006,10,9,0,96,The Contract,https://www.themoviedb.org/movie/1441
nan,nan,43,62,Comedy,Niki Topgaard,2021,11,15,0,nan,Niki Topgaard Og Simon Langhoff - Den Store Samling,https://www.themoviedb.org/movie/890592
nan,14.590514,100,67,Drama,Gavin O'Connor,2020,3,6,4,107,The Way Back,https://www.themoviedb.org/movie/529485
58.5,111.127553,100,74,"Family,Fantasy,Comedy,Adventure",Alain Chabat,2002,3,21,3,108,Asterix & Obelix: Mission Cleopatra,https://www.themoviedb.org/movie/2899
9.0,24.922237,100,70,"Comedy,Horror",Tom Holland,1985,8,2,4,106,Fright Night,https://www.themoviedb.org/movie/11797
nan,43.3,100,67,"Family,Adventure,Animation,Fantasy",Kunihiko Yuyama,2009,2,13,4,96,Pokémon: Giratina and the Sky Warrior,https://www.themoviedb.org/movie/47292
nan,nan,100,56,"Horror,Mystery,Thriller,TV Movie",Robert Bloch,1990,11,10,5,96,Psycho IV – The Beginning,https://www.themoviedb.org/movie/40377
1.5,nan,100,60,"Action,Science Fiction",Adam Randall,2017,1,27,4,90,iBoy,https://www.themoviedb.org/movie/414190
nan,nan,100,62,"Animation,Family,Adventure,Comedy",Christopher Jenkins,2018,7,20,4,82,Duck Duck Goose,https://www.themoviedb.org/movie/375107
nan,nan,100,63,"Family,Animation,Fantasy,Comedy,Action",William Hanna,2001,11,12,0,62,Tom and Jerry: The Magic Ring,https://www.themoviedb.org/movie/14787
nan,0.413479,93,52,"Family,Adventure,Action,Comedy",Shin Sang-ok,1995,4,7,4,85,3 Ninjas Knuckle Up,https://www.themoviedb.org/movie/40508
nan,nan,93,79,Romance,Kim Moo-won,2016,11,3,3,99,Stepmom,https://www.themoviedb.org/movie/427291
12.0,23.726793,100,52,"Mystery,Thriller,Drama",Jane Campion,2003,10,22,2,119,In the Cut,https://www.themoviedb.org/movie/10944
4.0,6.101046,100,62,"Action,Adventure,Animation,Science Fiction",Aristomenis Tsirbas,2009,5,1,4,85,Battle for Terra,https://www.themoviedb.org/movie/16873
nan,nan,100,66,"Action,Adventure,Animation,Family,Comedy",Brandon Vietti,2015,2,10,1,48,LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,https://www.themoviedb.org/movie/322456
2.0,70.0,100,81,"Drama,Thriller",Florian Henckel von Donnersmarck,2006,6,6,1,137,The Lives of Others,https://www.themoviedb.org/movie/582
